class_a,class_b,rank,feature,mean_abs_shap_diff
Likely pathogenic,Pathogenic,184,cadd_exome_phred,0.009026892058946728
Likely pathogenic,Pathogenic,185,chasmplus_meso_score,0.007889158557507265
Likely pathogenic,Pathogenic,186,chasmplus_chol_score,0.0077120900916151916
Likely pathogenic,Pathogenic,187,allofus250k_gvs_eas_an,0.007705607283309011
Likely pathogenic,Pathogenic,188,allofus250k_gvs_afr_ac,0.007314970630430175
Likely pathogenic,Pathogenic,189,phastcons_phastcons470_mamm_r,0.00709880019632272
Likely pathogenic,Pathogenic,190,mutation_assessor_rankscore,0.006819079153477933
Likely pathogenic,Pathogenic,191,chasmplus_kich_score,0.006510225500908638
Likely pathogenic,Pathogenic,192,allofus250k_gvs_amr_an,0.006457966410644598
Likely pathogenic,Pathogenic,193,phylop_phylop17_primate_r,0.005735559087202895
Likely pathogenic,Pathogenic,194,allofus250k_gvs_amr_af,0.005670387203508536
Likely pathogenic,Pathogenic,195,phastcons_phastcons100_vert_r,0.0044677633202147
Likely pathogenic,Pathogenic,196,cscape_coding_rankscore,0.004431536248688737
Likely pathogenic,Pathogenic,197,allofus250k_gvs_mid_an,0.002318510444326635
Likely pathogenic,Pathogenic,198,gnomad3_af_oth,0.0018809260754328052
Likely pathogenic,Pathogenic,199,allofus250k_gvs_sas_af,0.001372361711592053
Likely pathogenic,Pathogenic,200,allofus250k_gvs_sas_an,0.0012033900409477401
Likely pathogenic,Pathogenic,201,fitcons_fitcons_coding_pred,0.000750491369768505
Likely pathogenic,Pathogenic,202,allofus250k_gvs_mid_ac,0.0
Likely pathogenic,Pathogenic,203,allofus250k_gvs_mid_af,0.0
Likely pathogenic,Pathogenic,204,alfa_latin_american_latin2_freq,0.0
Likely pathogenic,Pathogenic,205,alfa_latin_american_latin2_alt,0.0
Likely pathogenic,Pathogenic,206,alfa_latin_american_latin1_freq,0.0
Likely pathogenic,Pathogenic,207,alfa_latin_american_latin1_alt,0.0
Likely pathogenic,Pathogenic,208,allofus250k_gvs_sas_ac,0.0
Benign,Pathogenic,1,ditto_score,4.999700383699272
Benign,Pathogenic,2,allofus250k_gvs_max_af,1.431504830615466
Benign,Pathogenic,3,gnomad_af,1.080095231787937
Benign,Pathogenic,4,metarnn_score,0.9683580776553925
Benign,Pathogenic,5,clinpred_score,0.9418735177277768
Benign,Pathogenic,6,bayesdel_bayesdel_addaf_rankscore,0.839993557358712
Benign,Pathogenic,7,metarnn_rank_score,0.7887052937920022
Benign,Pathogenic,8,gnomad3_af_afr,0.5322011898251234
Benign,Pathogenic,9,alphamissense_am_pathogenicity,0.3959771700272351
Benign,Pathogenic,10,gnomad3_af_nfe,0.31700533470561915
Benign,Pathogenic,11,bayesdel_bayesdel_addaf_score,0.3031908502768683
Benign,Pathogenic,12,gnomad3_af_sas,0.23906735614007488
Benign,Pathogenic,13,ncer_score,0.2371515823190336
Benign,Pathogenic,14,allofus250k_gvs_max_ac,0.20621123191925672
Benign,Pathogenic,15,gnomad3_af,0.20463701609052665
Benign,Pathogenic,16,allofus250k_gvs_eas_ac,0.19994242754532485
Benign,Pathogenic,17,gmvp_score,0.1902887722752872
Benign,Pathogenic,18,mutpred1_mutpred_general_score,0.1851659936138199
Benign,Pathogenic,19,mutation_assessor_score,0.14610771081790483
Benign,Pathogenic,20,gnomad3_af_fin,0.13763670648195397
Benign,Pathogenic,21,bayesdel_bayesdel_noaf_score,0.12622930130717497
Benign,Pathogenic,22,phastcons_phastcons17way_primate,0.11690654530729128
Benign,Pathogenic,23,regeneron_all_af,0.11331706680823202
Benign,Pathogenic,24,allofus250k_gvs_afr_ac,0.10681007229889213
Benign,Pathogenic,25,metalr_score,0.10617228558019233
Benign,Pathogenic,26,regeneron_all_an,0.10024121962956037
Benign,Pathogenic,27,gnomad3_af_asj,0.09828641126465479
Benign,Pathogenic,28,vest_score,0.0979009556992891
Benign,Pathogenic,29,chasmplus_pval,0.09603121386127313
Benign,Pathogenic,30,primateai_primateai_rankscore,0.08985000279335724
Benign,Pathogenic,31,allofus250k_gvs_afr_af,0.08768601138265276
Benign,Pathogenic,32,regeneron_all_ac,0.08744192665436262
Benign,Pathogenic,33,hg19_pos,0.08738315613287594
Benign,Pathogenic,34,metasvm_rankscore,0.08634806392062122
Benign,Pathogenic,35,allofus250k_gvs_sas_ac,0.08544909847392179
Benign,Pathogenic,36,dann_coding_dann_coding_score,0.0838924506713367
Benign,Pathogenic,37,allofus250k_gvs_amr_ac,0.08074696309598133
Benign,Pathogenic,38,fathmm_xf_coding_fathmm_xf_coding_score,0.07738872443151606
Benign,Pathogenic,39,original_input_pos,0.07605606215576292
Benign,Pathogenic,40,phdsnpg_score,0.07596911636657538
Benign,Pathogenic,41,dann_coding_dann_rankscore,0.07156014219945611
Benign,Pathogenic,42,varity_r_varity_r_loo,0.0700584291270339
Benign,Pathogenic,43,chasmplus_ov_pval,0.06944599890937152
Benign,Pathogenic,44,allofus250k_gvs_oth_ac,0.06931266938033873
Benign,Pathogenic,45,mutationtaster_score,0.0692581079383916
Benign,Pathogenic,46,chasmplus_kirp_pval,0.06868480590768475
Benign,Pathogenic,47,revel_score,0.06629448059924717
Benign,Pathogenic,48,primateai_primateai_score,0.06552246822177166
Benign,Pathogenic,49,mistic_score,0.06187763935390124
Benign,Pathogenic,50,sift_med,0.06157176359476867
Benign,Pathogenic,51,chasmplus_tgct_pval,0.0613191267683703
Benign,Pathogenic,52,allofus250k_gvs_all_ac,0.06124518504672106
Benign,Pathogenic,53,alfa_total_alt,0.05916803341182588
Benign,Pathogenic,54,gnomad_af_nfe,0.05779497991648894
Benign,Pathogenic,55,bayesdel_bayesdel_noaf_rankscore,0.057712887271197
Benign,Pathogenic,56,chasmplus_uvm_score,0.05675769785787711
Benign,Pathogenic,57,fitcons_fitcons_coding_score,0.056425559517268076
Benign,Pathogenic,58,chasmplus_uvm_pval,0.054239191641053654
Benign,Pathogenic,59,polyphen2_hvar_rank,0.05377704032613331
Benign,Pathogenic,60,genocanyon_rankscore,0.05355765084745977
Benign,Pathogenic,61,chasmplus_score,0.05122495409255331
Benign,Pathogenic,62,chasmplus_skcm_pval,0.051087075808293726
Benign,Pathogenic,63,mutationtaster_rankscore,0.04994770582169708
Benign,Pathogenic,64,sift_seqs,0.04992626638134841
Benign,Pathogenic,65,gnomad3_af_eas,0.049866036947060446
Benign,Pathogenic,66,clinpred_rankscore,0.04966035276407247
Benign,Pathogenic,67,chasmplus_gbm_pval,0.04861559901790992
Benign,Pathogenic,68,chasmplus_stad_pval,0.04861430969237188
Benign,Pathogenic,69,chasmplus_laml_pval,0.047054907761343204
Benign,Pathogenic,70,metasvm_score,0.04669350989063196
Benign,Pathogenic,71,chasmplus_lusc_pval,0.046621739471100244
Benign,Pathogenic,72,allofus250k_gvs_max_an,0.04511939307216915
Benign,Pathogenic,73,alfa_latin_american_latin2_alt,0.04474670727524284
Benign,Pathogenic,74,chasmplus_ov_score,0.04450356157793202
Benign,Pathogenic,75,chasmplus_skcm_score,0.04333945687286148
Benign,Pathogenic,76,phylop_phylop100_vert,0.0433336801152554
Benign,Pathogenic,77,eve_score,0.041429678763657315
Benign,Pathogenic,78,chasmplus_coad_pval,0.04098736875106784
Benign,Pathogenic,79,dann_score,0.040814443910564366
Benign,Pathogenic,80,varity_r_varity_r,0.04009629838985283
Benign,Pathogenic,81,varity_r_varity_er_loo,0.03955516348630408
Benign,Pathogenic,82,fathmm_xf_score,0.039317461539178734
Benign,Pathogenic,83,revel_rankscore,0.03909070458396164
Benign,Pathogenic,84,chasmplus_dlbc_pval,0.03901515722782243
Benign,Pathogenic,85,chasmplus_lihc_pval,0.038601153888084
Benign,Pathogenic,86,sift_rankscore,0.038167997627771656
Benign,Pathogenic,87,chasmplus_cesc_pval,0.03787105064898978
Benign,Pathogenic,88,allofus250k_gvs_eur_af,0.03761151468109149
Benign,Pathogenic,89,chasmplus_luad_score,0.03718955708241134
Benign,Pathogenic,90,alfa_total_freq,0.03714624398302319
Benign,Pathogenic,91,chasmplus_luad_pval,0.036365189185203
Benign,Pathogenic,92,chasmplus_prad_pval,0.036362152455009754
Benign,Pathogenic,93,chasmplus_blca_pval,0.03599446627998869
Benign,Pathogenic,94,mutpred2_score,0.035903639875812375
Benign,Pathogenic,95,lrt_lrt_score,0.03558553566456439
Benign,Pathogenic,96,mutpred2_rankscore,0.035311065074507396
Benign,Pathogenic,97,gerp_gerp_nr,0.03518243599338544
Benign,Pathogenic,98,chasmplus_brca_score,0.03469615388753888
Benign,Pathogenic,99,phdsnpg_fdr,0.0341291540722852
Benign,Pathogenic,100,chasmplus_cesc_score,0.033483260945415094
Benign,Pathogenic,101,phylop_phylop470_mamm,0.03341073060401801
Benign,Pathogenic,102,gnomad3_af_oth,0.03292579306742122
Benign,Pathogenic,103,chasmplus_meso_pval,0.03282424119751537
Benign,Pathogenic,104,provean_score,0.03282149043177352
Benign,Pathogenic,105,allofus250k_gvs_amr_an,0.0325951385727471
Benign,Pathogenic,106,sift_score,0.03243823532233069
Benign,Pathogenic,107,chasmplus_lusc_score,0.03235614881281566
Benign,Pathogenic,108,allofus250k_gvs_amr_af,0.03226373263350866
Benign,Pathogenic,109,chasmplus_brca_pval,0.03208980504228639
Benign,Pathogenic,110,siphy_logodds,0.031773805689762215
Benign,Pathogenic,111,chasmplus_hnsc_pval,0.031138970364066897
Benign,Pathogenic,112,vest_pval,0.031123272598787086
Benign,Pathogenic,113,chasmplus_tgct_score,0.02977477612913
Benign,Pathogenic,114,allofus250k_gvs_afr_an,0.02969363553594458
Benign,Pathogenic,115,chasmplus_prad_score,0.02927967692069875
Benign,Pathogenic,116,cscape_score,0.029160440718837582
Benign,Pathogenic,117,chasmplus_ucec_pval,0.02805921411352444
Benign,Pathogenic,118,cadd_score,0.028051930485773906
Benign,Pathogenic,119,allofus250k_gvs_all_an,0.027540051931915426
Benign,Pathogenic,120,gerp_gerp_rs,0.027359779742807934
Benign,Pathogenic,121,chasmplus_kirp_score,0.02720959412083004
Benign,Pathogenic,122,chasmplus_lihc_score,0.027003041719938448
Benign,Pathogenic,123,fathmm_mkl_fathmm_mkl_coding_score,0.02697111969475003
Benign,Pathogenic,124,chasmplus_thym_pval,0.026962402579597873
Benign,Pathogenic,125,cscape_coding_score,0.026781250088230693
Benign,Pathogenic,126,chasmplus_kirc_pval,0.026435156849663622
Benign,Pathogenic,127,fathmm_xf_coding_fathmm_xf_coding_rankscore,0.026203440035327482
Benign,Pathogenic,128,phylop_phylop17_primate,0.026027887521311032
Benign,Pathogenic,129,polyphen2_hdiv_rank,0.025961203373557066
Benign,Pathogenic,130,mutpred1_mutpred_rankscore,0.02572084877636836
Benign,Pathogenic,131,chasmplus_chol_pval,0.025378426806045504
Benign,Pathogenic,132,genocanyon_score,0.025249205785298216
Benign,Pathogenic,133,chasmplus_dlbc_score,0.025049947597913912
Benign,Pathogenic,134,provean_rankscore,0.024735609517441335
Benign,Pathogenic,135,esm1b_score,0.024727272122771163
Benign,Pathogenic,136,phylop_phylop100_vert_r,0.02415655767414892
Benign,Pathogenic,137,chasmplus_gbm_score,0.023268243288040086
Benign,Pathogenic,138,allofus250k_gvs_mid_af,0.02185588531828789
Benign,Pathogenic,139,chasmplus_esca_pval,0.021637171913085094
Benign,Pathogenic,140,esm1b_rankscore,0.021002374226341065
Benign,Pathogenic,141,lrt_lrt_omega,0.020477968134280766
Benign,Pathogenic,142,chasmplus_laml_score,0.020282792578976867
Benign,Pathogenic,143,chasmplus_ucec_score,0.02014905637514529
Benign,Pathogenic,144,chasmplus_coad_score,0.019926402984131043
Benign,Pathogenic,145,chasmplus_sarc_pval,0.01984863959668985
Benign,Pathogenic,146,allofus250k_gvs_all_af,0.019541373033257706
Benign,Pathogenic,147,chasmplus_lgg_pval,0.01950422983647469
Benign,Pathogenic,148,funseq2_score,0.019338549481806654
Benign,Pathogenic,149,chasmplus_pcpg_pval,0.019087818616470787
Benign,Pathogenic,150,chasmplus_thca_score,0.018649533307338262
Benign,Pathogenic,151,chasmplus_paad_pval,0.018420790598343173
Benign,Pathogenic,152,chasmplus_stad_score,0.01840258843566739
Benign,Pathogenic,153,gnomad3_af_lat,0.01839230732214847
Benign,Pathogenic,154,chasmplus_kirc_score,0.018229209782429468
Benign,Pathogenic,155,chasmplus_read_pval,0.018197011818640522
Benign,Pathogenic,156,allofus250k_gvs_eur_an,0.018164169927379837
Benign,Pathogenic,157,allofus250k_gvs_eas_af,0.01799509174088916
Benign,Pathogenic,158,phastcons_phastcons470_mamm,0.01783867545165519
Benign,Pathogenic,159,chasmplus_ucs_pval,0.017525675465570784
Benign,Pathogenic,160,gmvp_rank_score,0.01736432952063631
Benign,Pathogenic,161,chasmplus_meso_score,0.01720877676101051
Benign,Pathogenic,162,phylop_phylop470_mamm_r,0.016665237749796804
Benign,Pathogenic,163,cadd_phred,0.016608194590952037
Benign,Pathogenic,164,chasmplus_blca_score,0.016571511092689804
Benign,Pathogenic,165,chasmplus_read_score,0.016348025011996822
Benign,Pathogenic,166,phylop_phylop17_primate_r,0.01611094353748942
Benign,Pathogenic,167,chasmplus_chol_score,0.015913193503288185
Benign,Pathogenic,168,chasmplus_thca_pval,0.01587886403805049
Benign,Pathogenic,169,eve_rank_score,0.015608140212303312
Benign,Pathogenic,170,varity_r_varity_er,0.015556997012379156
Benign,Pathogenic,171,metalr_rankscore,0.015445064269974993
Benign,Pathogenic,172,chasmplus_acc_pval,0.015364915331214878
Benign,Pathogenic,173,cadd_exome_score,0.015160095817921644
Benign,Pathogenic,174,lrt_lrt_converted_rankscore,0.014881142653649253
Benign,Pathogenic,175,alfa_latin_american_latin2_freq,0.014476245897484386
Benign,Pathogenic,176,chasmplus_lgg_score,0.013448904230405205
Benign,Pathogenic,177,chasmplus_sarc_score,0.013361977422960376
Benign,Pathogenic,178,chasmplus_ucs_score,0.013067381334549563
Benign,Pathogenic,179,chasmplus_thym_score,0.012933064069471329
Benign,Pathogenic,180,chasmplus_hnsc_score,0.012791460459892543
Benign,Pathogenic,181,mutation_assessor_rankscore,0.012543320472203726
Benign,Pathogenic,182,alfa_latin_american_latin1_alt,0.012096848670121058
Benign,Pathogenic,183,siphy_logodds_rank,0.011883728698498568
Benign,Pathogenic,184,phastcons_phastcons17way_primate_r,0.01187475553550491
Benign,Pathogenic,185,phastcons_phastcons100_vert,0.011769972898251716
Benign,Pathogenic,186,chasmplus_esca_score,0.011742135530621766
Benign,Pathogenic,187,chasmplus_kich_pval,0.01166505009532577
Benign,Pathogenic,188,allofus250k_gvs_eur_ac,0.011549162893418589
Benign,Pathogenic,189,cadd_exome_phred,0.01082815434891392
Benign,Pathogenic,190,chasmplus_paad_score,0.010160367990012327
Benign,Pathogenic,191,fitcons_fitcons_coding_rankscore,0.009699736526822395
Benign,Pathogenic,192,chasmplus_pcpg_score,0.009169464166975533
Benign,Pathogenic,193,allofus250k_gvs_oth_an,0.008444054847376073
Benign,Pathogenic,194,allofus250k_gvs_mid_ac,0.008218016841297237
Benign,Pathogenic,195,chasmplus_kich_score,0.007936528746123925
Benign,Pathogenic,196,allofus250k_gvs_eas_an,0.007640955883974222
Benign,Pathogenic,197,chasmplus_acc_score,0.007410134231373332
Benign,Pathogenic,198,fathmm_mkl_fathmm_mkl_coding_rankscore,0.007330926523531051
Benign,Pathogenic,199,allofus250k_gvs_oth_af,0.007061179491050207
Benign,Pathogenic,200,allofus250k_gvs_sas_af,0.006646291503130579
Benign,Pathogenic,201,alfa_latin_american_latin1_freq,0.006222187766313226
Benign,Pathogenic,202,gerp_gerp_rs_rank,0.0060088893162255725
Benign,Pathogenic,203,allofus250k_gvs_sas_an,0.004414749214253767
Benign,Pathogenic,204,phastcons_phastcons470_mamm_r,0.003541698249004396
Benign,Pathogenic,205,allofus250k_gvs_mid_an,0.003214884374764087
Benign,Pathogenic,206,phastcons_phastcons100_vert_r,0.0028819402163804404
Benign,Pathogenic,207,cscape_coding_rankscore,0.0028223969997201994
Benign,Pathogenic,208,fitcons_fitcons_coding_pred,0.0006544151511054665
